booking_date,arrival_date,departure_date,length_of_stay,num_guests,room_type,guest_type,purpose_of_visit,loyalty_program,previous_cancellations,reservation_status,deposit_type,total_cost,payment_method,hotel_type,number_of_rooms,facilities,lead_time,seasonality,cancellation_date,reason_for_cancellation,lead_time_at_cancellation,guest_age,guest_nationality,property_rating,distance_to_attractions,day_of_week,time_of_day_booking,time_of_day_cancellation,gdp,inflation_rate,presence_of_event,event_date,temperature,precipitation,competitor_price
2024-04-03,2024-04-16,2024-04-17,1,3,suite,individual,other,False,7.130806163354791,['checkout'],no_deposit,17318.494018022117,cash,city hotel,1,"['business center', 'business center', 'gym']",13,April,,,,41,BEL,3,2.876091327046856,Tuesday,16:18:38,15:55:06,1981.164460884142,0.09979721880614141,True,2024-05-06,0.8336783744371097,none,17318.494018022117
2024-04-05,2024-04-25,2024-04-26,1,3,single,group,leisure,False,4.2765951561502025,['checkout'],no_deposit,15204.441103105386,debit_card,city hotel,3,"['business center', 'gym']",20,April,2024-04-07,change of plans,2.0,18,MWI,3,4.493808258290451,Thursday,22:28:42,21:58:14,9848.742206412804,0.07067291220856217,True,2024-05-02,-0.6304131801575714,none,15204.441103105386
2024-04-02,2024-04-18,2024-04-26,8,1,double,individual,other,False,4.051009087534023,['checkout'],cash,17240.817036056676,credit_card,resort,1,"['kids club', 'kids club', 'pool', 'kids club', 'kids club']",16,April,,,,27,EGY,4,4.687095902674806,Thursday,23:30:10,10:17:55,8473.65387748474,0.07931180167672837,False,2024-05-13,6.541236254631766,moderate,17240.817036056676
2024-04-15,2024-05-01,2024-05-09,8,3,suite,individual,business,True,19.635297804677737,['checkout'],cash,10013.585136734477,credit_card,city hotel,1,"['gym', 'restaurant', 'business center']",16,May,,,,50,LUX,4,8.242987102974126,Wednesday,02:36:36,19:02:10,7187.35765623505,0.012815331008522978,True,2024-05-14,7.729174117690061,light,10013.585136734477
2024-04-03,2024-04-19,2024-04-23,4,3,suite,corporate,business,True,18.230353180963107,['cancelled'],cash,9768.198212618347,debit_card,resort,1,"['kids club', 'spa', 'pool', 'spa']",16,April,,,,20,MWI,3,6.400339608446036,Friday,04:48:16,04:33:43,2049.281855525468,0.03554952542136617,False,2024-04-30,10.573920851303935,heavy,9768.198212618347
2024-04-14,2024-04-25,2024-05-01,6,4,double,group,leisure,False,4.852669344995563,['cancelled'],credit_card,3772.957903608962,debit_card,city hotel,4,"['restaurant', 'gym']",11,April,2024-04-20,change of plans,6.0,66,COM,5,1.7092025182788513,Thursday,05:17:05,20:24:27,9371.482225223359,0.08580339117879594,True,2024-04-27,-9.143971741900732,moderate,3772.957903608962
2024-04-13,2024-04-16,2024-04-19,3,4,suite,individual,other,True,18.138731652015338,['cancelled'],no_deposit,6506.125371905174,cash,resort,2,"['gym', 'restaurant', 'kids club', 'gym', 'pool']",3,April,,,,42,CMR,3,0.946692782945564,Tuesday,09:21:42,02:21:05,1702.4922892414024,0.05518163863670645,True,2024-04-27,29.86297176573828,none,6506.125371905174
2024-04-19,2024-05-08,2024-05-12,4,2,double,individual,other,False,6.487696963528613,['checkout'],cash,6008.017387222895,credit_card,city hotel,2,"['gym', 'restaurant']",19,May,,,,41,HRV,1,5.467233536234363,Wednesday,23:12:08,05:46:37,5045.008305822829,0.027642562207593972,True,2024-04-22,-1.869896255524612,light,6008.017387222895
2024-04-20,2024-05-10,2024-05-18,8,4,single,individual,leisure,False,19.242460673519552,['cancelled'],cash,10328.094021992552,credit_card,city hotel,4,"['business center', 'business center', 'gym']",20,May,,,,53,HUN,3,1.3362760506095792,Friday,10:18:37,00:49:52,5003.1727683898225,0.08266895211584041,False,2024-05-03,-1.4373055319380406,none,10328.094021992552
2024-03-25,2024-04-17,2024-04-25,8,2,suite,individual,leisure,True,3.8774463927737446,['cancelled'],credit_card,15668.004615094665,cash,city hotel,1,['gym'],23,April,,,,21,GUY,1,1.3521836901762376,Wednesday,11:02:17,12:02:33,5520.997507160415,0.010783001422631767,False,2024-05-01,44.319291245646085,light,15668.004615094665
2024-03-26,2024-04-09,2024-04-10,1,4,double,group,other,True,12.60542534176854,['checkout'],credit_card,1821.511657231788,credit_card,resort,4,"['gym', 'restaurant', 'pool']",14,April,2024-03-27,unforeseen circumstances,1.0,53,SRB,5,9.3048500420267,Tuesday,16:15:31,22:52:54,1265.6489249256322,0.0620904334763281,True,2024-05-20,15.328794946993785,heavy,1821.511657231788
2024-04-05,2024-04-23,2024-05-03,10,1,suite,individual,other,True,17.310227603721685,['cancelled'],cash,5890.198549232057,cash,motel,1,['parking'],18,April,,,,80,BGD,2,6.397957811786225,Tuesday,14:33:31,10:01:35,1163.0056382596179,0.0350584898241063,True,2024-05-05,15.70518855424163,light,5890.198549232057
2024-03-25,2024-03-27,2024-04-04,8,4,double,corporate,business,True,8.956796325458354,['cancelled'],no_deposit,13613.608111635584,cash,resort,4,"['pool', 'restaurant']",2,March,,,,63,SGP,1,8.172513452580386,Wednesday,13:44:16,12:58:34,2855.957666264424,0.012727708475335768,False,2024-04-23,-0.32524819364905966,moderate,13613.608111635584
2024-03-24,2024-04-07,2024-04-17,10,3,suite,individual,business,False,6.255641381869936,['cancelled'],no_deposit,653.6218497328567,credit_card,resort,1,"['kids club', 'kids club', 'pool', 'gym', 'restaurant']",14,April,,,,78,CHE,3,1.452375686236704,Sunday,07:40:06,09:35:37,7860.492221129729,0.01254822250847635,True,2024-04-30,0.27125656494539996,heavy,653.6218497328567
2024-03-29,2024-04-16,2024-04-26,10,3,double,corporate,business,False,5.153597094122535,['cancelled'],no_deposit,15581.723021167594,debit_card,motel,3,['parking'],18,April,,,,37,MNG,4,1.130581581482991,Tuesday,09:08:34,16:55:13,9046.358914372255,0.051752150721371654,True,2024-05-02,18.11611982484099,heavy,15581.723021167594
2024-03-25,2024-04-11,2024-04-15,4,1,double,individual,business,False,10.870045603264234,['cancelled'],cash,7639.739563434726,credit_card,motel,1,['wifi'],17,April,,,,24,DNK,5,8.668776378340565,Thursday,20:36:27,16:40:21,1086.2385090014538,0.039795891695410895,True,2024-05-13,-2.9838572776705243,heavy,7639.739563434726
2024-04-01,2024-04-16,2024-04-18,2,1,single,individual,leisure,False,7.763428582914614,['cancelled'],cash,16600.657441969313,debit_card,motel,1,"['wifi', 'wifi']",15,April,,,,80,SOM,1,1.2854885977998451,Tuesday,20:49:21,19:20:58,6496.061182671374,0.08583289934910716,True,2024-04-30,9.576100886414512,none,16600.657441969313
2024-04-06,2024-04-09,2024-04-13,4,1,double,group,other,True,12.968313519922777,['cancelled'],cash,11969.471232968115,credit_card,motel,1,['wifi'],3,April,,,,25,CZE,1,1.5346355820868174,Tuesday,12:19:52,03:05:44,1968.9815656185638,0.03582153006916078,False,2024-04-25,35.024494578333915,heavy,11969.471232968115
2024-04-10,2024-04-17,2024-04-27,10,2,suite,corporate,business,True,17.827652732919347,['checkout'],credit_card,9557.367899258492,cash,city hotel,1,"['gym', 'restaurant', 'restaurant']",7,April,2024-04-17,unforeseen circumstances,7.0,59,TON,1,5.4431078573166465,Wednesday,23:43:23,07:14:21,8566.721463530648,0.07136620496146762,False,2024-05-02,7.049206179853162,heavy,9557.367899258492
2024-04-14,2024-04-16,2024-04-26,10,3,double,individual,business,False,1.046396448039153,['cancelled'],cash,597.374165582193,debit_card,motel,3,"['parking', 'wifi']",2,April,2024-04-16,financial reasons,2.0,75,DJI,4,8.602084413074648,Tuesday,13:01:56,17:20:52,6320.593593665148,0.06904127692747225,True,2024-05-06,33.739842133005205,moderate,597.374165582193
2024-04-19,2024-05-08,2024-05-12,4,4,single,individual,business,False,3.0420615536496087,['checkout'],credit_card,1315.354886385805,debit_card,resort,4,"['spa', 'gym', 'gym', 'pool', 'kids club']",19,May,,,,19,GNQ,2,2.9317044685704907,Wednesday,16:30:40,07:04:08,1594.6248250273125,0.09313565475530658,False,2024-05-08,32.531834754547916,none,1315.354886385805
2024-04-17,2024-05-14,2024-05-24,10,1,single,individual,leisure,False,8.015380732526285,['checkout'],cash,7791.249010739502,debit_card,city hotel,1,"['gym', 'gym', 'business center']",27,May,,,,78,SRB,4,4.619419676324037,Tuesday,04:55:52,01:01:07,3707.539158140227,0.05787955069961309,False,2024-05-01,33.91590062507331,heavy,7791.249010739502
2024-03-23,2024-04-16,2024-04-21,5,3,single,individual,other,False,8.383138103122121,['cancelled'],credit_card,672.1429346391493,cash,resort,3,"['gym', 'restaurant']",24,April,2024-03-27,financial reasons,4.0,42,AGO,1,3.8892733790337597,Tuesday,01:07:10,05:10:08,3293.1910819789355,0.016823272868896195,True,2024-04-30,34.02026617535967,moderate,672.1429346391493
2024-03-31,2024-04-06,2024-04-15,9,2,single,individual,business,False,14.82406151191437,['checkout'],cash,11749.111779458897,cash,city hotel,2,"['gym', 'restaurant']",6,April,,,,22,JAM,1,3.7234434873724536,Saturday,18:08:51,22:11:29,5784.768654358384,0.07866192736982584,True,2024-05-09,0.026449903079374337,heavy,11749.111779458897
2024-04-13,2024-05-04,2024-05-13,9,2,suite,corporate,business,True,14.22706024198513,['cancelled'],cash,10114.963937557708,credit_card,motel,1,['wifi'],21,May,,,,37,MLT,4,4.96005592252577,Saturday,14:49:22,23:09:03,7760.516909287869,0.03195339347313542,False,2024-05-03,43.371529825545416,light,10114.963937557708
2024-03-31,2024-04-13,2024-04-19,6,1,suite,group,other,False,4.506590546747454,['cancelled'],credit_card,12194.876408267637,cash,resort,1,['gym'],13,April,2024-04-08,change of plans,8.0,77,HTI,2,1.8809308598511585,Saturday,21:52:07,22:35:37,1856.7899235984964,0.010187403329232339,False,2024-05-04,39.39885009140443,none,12194.876408267637
2024-04-06,2024-04-21,2024-04-29,8,3,suite,corporate,business,True,16.980915342845673,['checkout'],cash,12163.013031121369,cash,motel,1,['parking'],15,April,,,,44,YEM,5,5.810705506665246,Sunday,12:29:17,04:20:19,2536.0132718780615,0.06492978883446837,False,2024-04-29,1.1783127771347157,none,12163.013031121369
2024-03-29,2024-04-09,2024-04-19,10,3,double,individual,business,True,19.391847253030605,['checkout'],no_deposit,13807.620001522766,cash,city hotel,3,['restaurant'],11,April,,,,39,AUT,3,4.530978175680943,Tuesday,04:37:14,02:10:15,2021.9096355876359,0.07102304043822631,True,2024-04-23,13.08338053435384,heavy,13807.620001522766
2024-04-21,2024-05-04,2024-05-06,2,2,single,individual,leisure,True,0.11624537891869569,['cancelled'],no_deposit,18860.76839896506,cash,motel,2,"['wifi', 'parking']",13,May,,,,74,GBR,1,6.385407947744086,Saturday,22:45:28,10:39:11,8518.344845411104,0.047514719949408035,True,2024-05-20,4.618747463547347,light,18860.76839896506
2024-04-04,2024-04-15,2024-04-18,3,4,suite,group,leisure,False,3.205815334630868,['cancelled'],cash,18877.771616660928,cash,city hotel,2,"['gym', 'business center', 'restaurant']",11,April,,,,48,ETH,2,9.795222067619479,Monday,12:25:16,08:16:16,6758.48030397648,0.017653517533436504,True,2024-05-04,4.206334918076948,none,18877.771616660928
2024-04-03,2024-04-28,2024-05-02,4,3,single,individual,leisure,False,10.777218942517434,['cancelled'],no_deposit,9856.866882523025,debit_card,motel,3,['parking'],25,April,,,,39,COG,5,0.47174643090954704,Sunday,18:24:20,15:39:42,5559.137608394413,0.05767720930505218,True,2024-05-10,41.79365768332572,heavy,9856.866882523025
2024-04-14,2024-04-18,2024-04-25,7,3,suite,individual,leisure,False,0.8662056034777144,['checkout'],no_deposit,7730.86114602236,credit_card,resort,1,['pool'],4,April,,,,55,IND,5,9.128156403298194,Thursday,08:26:08,16:36:52,1433.3961581770668,0.07169379736478443,False,2024-05-02,16.757744690513935,moderate,7730.86114602236
2024-03-27,2024-04-04,2024-04-06,2,4,single,group,leisure,False,19.591937801329642,['checkout'],cash,1143.831461078042,credit_card,resort,4,"['gym', 'gym', 'spa', 'kids club']",8,April,,,,51,SWE,1,1.1492874458369315,Thursday,01:51:51,07:39:22,4041.4506071614314,0.05033695128186407,True,2024-04-25,25.592330693739157,none,1143.831461078042
2024-04-19,2024-05-13,2024-05-15,2,1,single,corporate,business,False,19.266104027163795,['checkout'],no_deposit,7735.774784496386,debit_card,motel,1,"['parking', 'wifi']",24,May,2024-04-27,unforeseen circumstances,8.0,68,LIE,4,8.019580624838916,Monday,06:13:29,07:32:08,9735.085535515453,0.08955265858481057,False,2024-05-03,45.510359963298555,light,7735.774784496386
2024-03-30,2024-04-29,2024-04-30,1,1,double,corporate,business,False,6.0176262178790445,['cancelled'],credit_card,5748.262315079586,debit_card,motel,1,"['parking', 'wifi']",30,April,,,,20,GBR,4,4.521541890355656,Monday,16:45:37,04:18:39,9869.316901826065,0.09732129781827659,False,2024-04-29,13.02370135397313,moderate,5748.262315079586
2024-03-24,2024-04-22,2024-04-24,2,3,suite,group,business,False,4.450092243424031,['checkout'],credit_card,6717.840826558654,cash,resort,1,"['pool', 'kids club', 'gym', 'pool', 'kids club']",29,April,,,,49,PAN,1,7.823281394518596,Monday,04:37:00,08:26:37,2091.7255349406205,0.05493416221155608,False,2024-05-05,27.356730014734552,none,6717.840826558654
2024-04-02,2024-05-01,2024-05-06,5,4,single,individual,other,True,6.559393566499736,['cancelled'],cash,18303.457131708376,debit_card,city hotel,4,"['gym', 'business center']",29,May,,,,19,TJK,3,8.157660837471331,Wednesday,03:39:09,10:15:42,8860.413155502993,0.08093476913791854,True,2024-05-18,9.653749925384925,heavy,18303.457131708376
2024-04-16,2024-04-28,2024-05-05,7,2,suite,individual,leisure,True,15.313139752144252,['cancelled'],credit_card,12589.705863546395,credit_card,city hotel,1,['gym'],12,April,,,,64,MDA,3,7.409156977586667,Sunday,00:09:32,21:37:32,4536.88624885142,0.06861536603856486,True,2024-05-02,9.280877687609692,heavy,12589.705863546395
2024-04-06,2024-04-20,2024-04-30,10,1,double,corporate,business,False,12.978744706306562,['checkout'],cash,5598.638602396736,debit_card,resort,1,"['pool', 'gym']",14,April,,,,20,SMR,4,6.821851166162605,Saturday,00:19:07,01:10:21,8655.844802170192,0.01649923807305361,True,2024-05-21,27.046136839035235,heavy,5598.638602396736
2024-03-28,2024-04-16,2024-04-20,4,4,suite,group,other,True,17.126400731349566,['checkout'],cash,6299.2288566762945,cash,motel,2,"['parking', 'wifi']",19,April,,,,76,SOM,4,6.490186640891977,Tuesday,10:38:57,21:57:24,6145.750601984668,0.015080567155554187,False,2024-05-14,39.15235572475979,moderate,6299.2288566762945
2024-04-14,2024-04-17,2024-04-24,7,3,suite,corporate,business,True,10.294556096465602,['cancelled'],cash,17807.20830973296,debit_card,motel,1,"['wifi', 'parking']",3,April,,,,57,LKA,2,7.928513380784599,Wednesday,18:47:10,08:14:30,9222.975648402575,0.05142508436334894,True,2024-05-04,24.690149687663997,heavy,17807.20830973296
2024-04-09,2024-04-17,2024-04-23,6,2,suite,corporate,business,True,8.112860319724678,['checkout'],no_deposit,17580.86917157016,cash,city hotel,1,['business center'],8,April,,,,19,TLS,4,4.135760922384201,Wednesday,02:39:16,18:45:51,3468.3494139684444,0.04863074954619803,False,2024-04-27,28.8970028571487,heavy,17580.86917157016
2024-04-07,2024-04-28,2024-05-07,9,4,suite,group,other,False,16.36914517340639,['cancelled'],no_deposit,9022.813746851785,credit_card,city hotel,2,['business center'],21,April,2024-04-16,unforeseen circumstances,9.0,21,AZE,1,0.7165716528471925,Sunday,15:06:36,20:54:42,1941.8522433540006,0.07124219463644389,True,2024-05-05,-4.901933523335989,heavy,9022.813746851785
2024-04-08,2024-05-04,2024-05-10,6,3,double,group,leisure,True,14.812510983632478,['checkout'],credit_card,10938.47788648622,cash,city hotel,3,"['gym', 'business center', 'restaurant']",26,May,2024-04-16,change of plans,8.0,25,SMR,5,2.837188827588574,Saturday,19:27:16,02:18:13,1500.6690065903372,0.042724158225744935,True,2024-05-03,46.97942299646346,none,10938.47788648622
2024-04-14,2024-05-08,2024-05-13,5,2,single,corporate,business,True,1.678386400613372,['cancelled'],credit_card,17960.92354996807,credit_card,motel,2,"['parking', 'wifi']",24,May,,,,52,TCD,5,9.13647392629013,Wednesday,19:44:43,20:56:33,1966.9997986208577,0.07296433374130526,True,2024-04-23,38.40953280186176,heavy,17960.92354996807
2024-03-29,2024-04-27,2024-04-30,3,3,double,group,other,False,8.07931264175213,['cancelled'],credit_card,18525.380908371342,cash,city hotel,3,"['gym', 'business center', 'restaurant']",29,April,,,,73,GNQ,3,1.789845962462786,Saturday,04:19:58,20:22:57,3660.787818443045,0.06163843220620969,False,2024-04-24,11.959598621920506,none,18525.380908371342
2024-04-20,2024-04-28,2024-05-03,5,3,suite,group,other,True,0.902362217781878,['checkout'],credit_card,8380.72281687857,cash,city hotel,1,"['business center', 'restaurant']",8,April,,,,51,MWI,2,6.020102298215556,Sunday,03:34:02,17:54:07,6448.779579396697,0.04706524411940727,False,2024-05-18,15.66690245290944,moderate,8380.72281687857
2024-04-19,2024-04-24,2024-04-29,5,2,suite,individual,other,False,13.212059521887054,['cancelled'],credit_card,4561.125607431508,credit_card,resort,1,"['spa', 'restaurant', 'restaurant', 'spa', 'kids club']",5,April,,,,46,TON,2,1.2868181191998411,Wednesday,02:24:41,08:18:26,2825.980372421708,0.052928895711848035,False,2024-05-12,-2.5522473957291334,moderate,4561.125607431508
2024-04-13,2024-05-13,2024-05-14,1,3,single,corporate,business,False,18.421554886405293,['cancelled'],credit_card,17303.22484712734,debit_card,motel,3,"['wifi', 'wifi']",30,May,,,,51,GBR,3,5.674930947817946,Monday,12:04:53,19:17:28,2236.4340105600177,0.04207297975095975,True,2024-05-16,21.90811573232641,moderate,17303.22484712734
2024-04-17,2024-05-06,2024-05-07,1,2,suite,corporate,business,False,3.8497712866845935,['checkout'],cash,9731.611994451709,debit_card,city hotel,1,"['business center', 'restaurant']",19,May,,,,76,PRT,4,0.5439978094084498,Monday,10:51:27,08:29:50,1618.7318926507187,0.02197176825822785,True,2024-04-22,8.937551861568839,light,9731.611994451709
2024-03-28,2024-04-15,2024-04-19,4,4,double,individual,other,False,16.215456347074472,['checkout'],credit_card,7715.16079855024,cash,resort,4,['pool'],18,April,,,,22,LBR,5,5.797827578840447,Monday,08:52:55,01:07:37,9419.266616716033,0.03262392583205109,False,2024-05-05,40.86812812930964,none,7715.16079855024
2024-04-15,2024-05-02,2024-05-11,9,3,suite,corporate,business,True,1.0358331620960448,['checkout'],cash,9434.593238877327,credit_card,motel,1,"['wifi', 'wifi']",17,May,,,,62,FRA,3,8.816461750438293,Thursday,08:27:44,13:50:14,1563.5175491363725,0.04464362559377918,False,2024-05-02,-7.042625155567268,heavy,9434.593238877327
2024-04-12,2024-04-19,2024-04-26,7,2,single,individual,business,True,0.724680293830946,['checkout'],cash,4510.849971269763,debit_card,resort,2,['pool'],7,April,,,,57,CRI,2,4.124965892966812,Friday,06:48:28,10:57:54,2854.6133219849507,0.08019755768954415,False,2024-05-21,35.61368566363083,heavy,4510.849971269763
2024-04-08,2024-04-29,2024-05-06,7,3,single,individual,business,False,6.457665846265663,['cancelled'],no_deposit,16355.898696874292,cash,motel,3,['wifi'],21,April,,,,24,COG,2,2.8363510089249013,Monday,16:00:27,16:30:07,3202.1406010575997,0.09063287841479561,False,2024-05-04,28.436903244731,light,16355.898696874292
